radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,340,2,1009,14151,0,-61.598984,16.35248,9981,2,1,1468972159,1476840555,0
GSM,340,20,202,21824,0,-60.998611,14.612961,1000,3,1,1468973491,1483710100,0
UMTS,340,1,37638,484626,0,-60.98030090332,14.580917358398,1000,1,1,1468958231,1468958231,0
UMTS,340,2,2010,2110458,0,-60.994033813477,14.785537719727,1000,1,1,1468972470,1468972470,0
UMTS,340,2,2010,2112468,0,-60.91438293457,14.637222290039,1000,1,1,1469009566,1469009566,0
GSM,340,2,2009,29001,0,-61.067963,14.608383,1000,6,1,1469045132,1489495000,0
GSM,340,2,2009,20005,0,-61.06819152832,14.60563659668,1000,3,1,1469045132,1484844981,0
GSM,340,2,2009,29005,0,-61.069839,14.611679,1000,10,1,1469045132,1492362696,0
GSM,340,2,2009,20004,0,-61.06987,14.611435,1000,9,1,1469045132,1489495000,0
GSM,340,2,2009,29004,0,-61.068535,14.608383,1000,8,1,1469045132,1489495000,0
UMTS,340,2,2010,2122153,0,-61.066818,14.605931,1000,14,1,1469045309,1491836140,0
UMTS,340,2,2020,2110458,0,-61.002275,14.764939,4912,3,1,1469048961,1472309248,0
UMTS,340,2,2030,2109433,0,-60.881423950195,14.433975219727,1000,1,1,1469032937,1469032937,0
UMTS,340,2,2030,181184,0,-60.881423950195,14.433975219727,1000,1,1,1469032937,1469032937,0
UMTS,340,2,2030,2109436,0,-60.898818,14.450913,2656,3,1,1469056113,1485018754,0
UMTS,340,2,2030,2110423,0,-60.839951,14.455811,1000,10,1,1469056113,1476217995,0
UMTS,340,1,37638,483817,0,-61.004196,14.480256,4808,10,1,1469075237,1487843861,0
UMTS,340,1,37638,484636,0,-60.897217,14.49028,1000,2,1,1469075237,1471590530,0
UMTS,340,1,37638,483816,0,-60.964737,14.478836,1103,3,1,1469075237,1487698431,0
UMTS,340,1,37636,484767,0,-60.888290405273,14.498519897461,1000,1,1,1469050693,1469050693,0
UMTS,340,20,202,21087887,0,-61.040726,14.628983,1000,3,1,1469077655,1477304113,0
UMTS,340,1,37640,289828,0,-61.005020141602,14.733352661133,1000,3,1,1469098853,1475997474,0
GSM,340,2,1009,11163,0,-61.785393,16.22406,1000,4,1,1469129712,1473104323,0
UMTS,340,1,37639,222684,0,-61.068878,14.547272,1000,2,1,1469146252,1490175169,0
UMTS,340,20,202,21087696,0,-60.99472,14.615936,1000,2,1,1469189554,1473321092,0
UMTS,340,2,2030,171097,0,-60.907516479492,14.615249633789,1000,1,1,1469171489,1469171489,0
UMTS,340,2,2030,171094,0,-60.908889770508,14.616622924805,1000,1,1,1469171489,1469171489,0
GSM,340,1,37892,11193,0,-61.709428,16.022501,5117,2000,1,1469225186,1556898644,0
GSM,340,1,37892,10196,0,-61.69303894043,15.994033813477,1000,1,1,1469202240,1469202240,0
GSM,340,1,37892,12145,0,-61.679306030273,16.031112670898,1000,1,1,1469202240,1469202240,0
UMTS,340,2,1010,2046820,0,-61.675186157227,16.03385925293,1000,1,1,1469202240,1469202240,0
UMTS,340,1,37638,485596,0,-60.973434448242,14.504013061523,1000,1,1,1469218648,1469218648,0
GSM,340,1,37636,20877,0,-61.007767,14.588471,1000,2,1,1469240871,1478792514,0
GSM,340,1,37636,20873,0,-61.015193,14.582635,6996,1062,1,1469240871,1589806321,0
GSM,340,1,37632,22606,0,-61.020889,14.586258,1000,9,1,1469240871,1477745885,0
UMTS,340,2,2010,2112481,0,-61.037979,14.638252,1000,4,1,1469276007,1481288838,0
UMTS,340,2,2010,2126159,0,-61.068192,14.609299,1000,9,1,1469297480,1480145949,0
UMTS,340,2,2010,2110489,0,-61.083641,14.617653,1000,4,1,1469297480,1480534064,0
UMTS,340,2,2010,2114156,0,-61.050089,14.616623,1000,11,1,1469297480,1485018765,0
UMTS,340,2,2010,2121154,0,-61.046902,14.611125,1288,15,1,1469297480,1494713889,0
UMTS,340,1,1939,289387,0,-61.098403930664,14.615249633789,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,222469,0,-61.09016418457,14.60563659668,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,290246,0,-61.097031,14.611816,1000,2,1,1469304495,1483116131,0
UMTS,340,1,1939,289396,0,-61.102523803711,14.620742797852,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,222470,0,-61.094284057617,14.607009887695,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,222471,0,-61.097030639648,14.609756469727,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,287676,0,-61.102523803711,14.628982543945,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,221640,0,-61.088790893555,14.604263305664,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,290247,0,-61.101150512695,14.61799621582,1000,1,1,1469282608,1469282608,0
UMTS,340,1,1939,289397,0,-61.104584,14.624863,1000,2,1,1469304495,1483116131,0
UMTS,340,1,1939,221641,0,-61.088790893555,14.60563659668,1000,1,1,1469282608,1469282608,0
GSM,340,20,203,21482,0,-61.03523,14.745026,6189,4,1,1469315339,1485677675,0
UMTS,340,20,202,21088018,0,-60.972519,14.555283,1000,3,1,1469325996,1478501551,0
UMTS,340,1,37895,146117,0,-61.631240844727,16.197280883789,1000,1,1,1469344352,1469344352,0
UMTS,340,20,203,288877,0,-60.984420776367,14.774551391602,1000,1,1,1469345139,1469345139,0
UMTS,340,20,202,21057114,0,-61.007766723633,14.804763793945,1000,1,1,1469345139,1469345139,0
UMTS,340,1,37638,484837,0,-61.04621887207,14.468307495117,1000,1,1,1469390734,1469390734,0
GSM,340,2,17392,11202,0,-61.67106628418,16.010513305664,1000,1,1,1469430263,1469430263,0
GSM,340,20,201,21230,0,-60.847091674805,14.549331665039,1000,4,1,1469470041,1485713951,0
UMTS,340,20,202,21087178,0,-60.923309,14.648209,1000,2,1,1469470672,1469913451,0
UMTS,340,20,201,21057192,0,-60.863571166992,14.579544067383,1000,1,1,1469449211,1469449211,0
UMTS,340,20,201,21058234,0,-60.869064331055,14.579544067383,1000,1,1,1469449211,1469449211,0
UMTS,340,20,202,21088039,0,-60.916214,14.628983,1000,3,1,1469470672,1491905230,0
GSM,340,1,37636,20562,0,-60.935607,14.558417,5771,263,1,1469492884,1591108966,0
GSM,340,1,37638,21012,0,-60.885543823242,14.497146606445,1000,1,1,1469512435,1469512435,0
UMTS,340,2,2030,2108470,0,-60.913053,14.633703,1000,32,1,1469592417,1484717874,0
GSM,340,2,2029,13272,0,-60.852584838867,14.418869018555,1000,1,1,1469577302,1469577302,0
GSM,340,2,2029,29091,0,-60.852584838867,14.418869018555,1000,1,1,1469577302,1469577302,0
UMTS,340,2,2030,2109559,0,-60.902023,14.620743,1000,5,1,1469623026,1484393583,0
UMTS,340,2,2030,2112560,0,-60.855331,14.578857,1000,4,1,1469623026,1477705858,0
UMTS,340,2,2030,2109556,0,-60.89241027832,14.619369506836,1000,1,1,1469600796,1469600796,0
UMTS,340,2,2030,2110560,0,-60.89035,14.605362,3662,20,1,1469623026,1484890658,0
UMTS,340,2,2030,2109554,0,-60.909348,14.610672,2132,3,1,1469623025,1477705863,0
UMTS,340,2,2030,2112559,0,-60.85807800293,14.586410522461,1000,1,1,1469600796,1469600796,0
UMTS,340,2,2030,2110956,0,-60.862656,14.577255,1000,3,1,1469623026,1477705858,0
GSM,340,2,2029,14096,0,-60.886917114258,14.61799621582,1000,1,1,1469600796,1469600796,0
GSM,340,2,2029,13803,0,-60.876846,14.599686,2306,3,1,1469623232,1491808627,0
UMTS,340,20,102,20421929,0,-61.507042,16.279744,1000,27,1,1469636049,1506348528,0
UMTS,340,20,202,21087800,0,-60.976181030273,14.646835327148,1000,2,1,1469636049,1484869461,0
UMTS,340,20,202,21087801,0,-60.980849,14.636779,2135,6,1,1469636049,1505948570,0
UMTS,340,20,102,20421930,0,-61.510359,16.273302,1000,42,1,1469636049,1491491227,0
UMTS,340,20,202,21087446,0,-61.038895,14.635391,1000,3,1,1469636049,1476482076,0
UMTS,340,20,202,21087741,0,-61.07357,14.624596,1000,36,1,1469636049,1491138322,0
UMTS,340,20,102,20421931,0,-61.514996,16.275558,1000,51,1,1469636049,1491321144,0
LTE,340,1,37664,5207297,0,-61.02405,14.6178,1000,7,1,1469653947,1491545102,0
UMTS,340,1,37639,5207297,0,-61.025619506836,14.616622924805,1000,1,1,1469631466,1469631466,0
UMTS,340,20,202,21087230,0,-60.985565,14.572449,1000,6,1,1469682617,1485710175,0
UMTS,340,1,37640,288546,0,-61.065444946289,14.806137084961,1000,1,1,1469685961,1469685961,0
UMTS,340,1,37635,287776,0,-61.035232543945,14.753952026367,1000,2,1,1469741168,1472727772,0
UMTS,340,1,37640,288935,0,-61.008682,14.747543,1000,3,1,1469741169,1477248335,0
UMTS,340,2,2030,2109558,0,-60.908432,14.630356,1993,3,1,1469756287,1479039314,0
GSM,340,2,2029,13401,0,-60.923652,14.599457,2332,4,1,1469756381,1487223524,0
UMTS,340,20,202,21087970,0,-60.951669,14.732432,2819,13,1,1469766118,1504977024,0
UMTS,340,20,201,21057882,0,-61.020538,14.492615,1433,10,1,1433105128,1485697813,0
UMTS,340,20,202,21087828,0,-60.981674194336,14.499893188477,1000,1,1,1469730981,1469730981,0
GSM,340,2,1009,14132,0,-61.693726,15.995407,1000,2,1,1469773462,1470176904,0
GSM,340,2,1009,11133,0,-61.692352,15.993347,1000,2,1,1469773461,1470176904,0
GSM,340,2,1009,12443,0,-61.691665649414,15.992660522461,1000,1,1,1469731596,1469731596,0
GSM,340,2,1009,12202,0,-61.691665649414,15.992660522461,1000,1,1,1469731596,1469731596,0
GSM,340,20,37636,20872,0,-60.984420776367,14.576797485352,1000,1,1,1469730981,1469730981,0
GSM,340,2,1009,11131,0,-61.691665649414,15.992660522461,1000,1,1,1469731596,1469731596,0
GSM,340,2,1009,11132,0,-61.693039,15.99472,1000,2,1,1469773461,1470176904,0
GSM,340,1,37632,20185,0,-61.043472,14.61937,1000,2,1,1469774632,1478263277,0
GSM,340,1,37632,22175,0,-61.042098999023,14.619369506836,1000,1,1,1469734385,1469734385,0
GSM,340,2,1009,13603,0,-61.441727,16.339006,6156,5,1,1469774633,1474658024,0
GSM,340,2,1009,13601,0,-61.378097,16.33873,1306,3,1,1469774633,1473033549,0
GSM,340,2,1009,12183,0,-61.360244,16.335068,2601,3,1,1469774633,1476537884,0
UMTS,340,1,2020,2109455,0,-61.035232543945,14.753952026367,1000,1,1,1469785067,1469785067,0
UMTS,340,1,2020,2111455,0,-61.035232543945,14.753952026367,1000,1,1,1469785067,1469785067,0
GSM,340,2,2009,22002,0,-61.088333,14.658737,1000,3,1,1469849572,1489580124,0
UMTS,340,20,102,20422039,0,-61.60231,16.215683,4275,15,1,1469851382,1490827640,0
GSM,340,2,1009,14113,0,-61.588671,16.241914,4921,4,1,1469851470,1472748758,0
UMTS,340,1,37638,485607,0,-60.954208374023,14.553451538086,1000,1,1,1469830787,1469830787,0
UMTS,340,2,2010,2110490,0,-61.083984,14.61525,1000,4,1,1469881114,1476532580,0
UMTS,340,2,2010,2117160,0,-61.071281,14.60289,1000,4,1,1469881116,1489580131,0
UMTS,340,2,2010,2116159,0,-61.080551,14.604721,1000,3,1,1469881114,1475868272,0
UMTS,340,2,2010,2117158,0,-61.075057983398,14.602890014648,1000,3,1,1469881115,1477612171,0
UMTS,340,2,2010,2117161,0,-61.075516,14.60289,1000,3,1,1469881116,1475907036,0
UMTS,340,1,37895,408610,0,-61.366195678711,16.334609985352,1000,1,1,1469880935,1469880935,0
UMTS,340,1,37895,409390,0,-61.366195678711,16.334609985352,1000,1,1,1469880935,1469880935,0
UMTS,340,1,37895,409387,0,-61.381988,16.342164,1883,2,1,1469904433,1486153951,0
UMTS,340,20,202,21087151,0,-60.941225,14.685787,1000,11,1,1469934719,1491441814,0
UMTS,340,20,202,21087149,0,-60.949907,14.71983,1261,11,1,1469934719,1505000832,0
GSM,340,1,37636,20107,0,-60.972336,14.545212,1000,5,1,1469938262,1477745885,0
GSM,340,2,1009,13802,0,-61.419754,16.270065,1000,2,1,1469945718,1476819837,0
UMTS,340,2,1010,15603,0,-61.500778198242,16.26594543457,1000,1,1,1469936784,1469936784,0
UMTS,340,1,103,20392134,0,-61.725997924805,16.348342895508,1000,1,1,1469944574,1469944574,0
GSM,340,1,37888,11322,0,-61.515088,16.247103,8144,1906,1,1469974014,1588851805,0
GSM,340,1,37893,10973,0,-61.322185,15.96589,1733,4,1,1469974020,1579009266,0
UMTS,340,20,102,184322,0,-61.522750854492,16.254959106445,1000,1,1,1469966634,1469966634,0
UMTS,340,20,102,20421840,0,-61.461499,16.208242,1000,161,1,1469991422,1492358824,0
GSM,340,2,1009,13901,0,-61.426620483398,16.216506958008,1000,1,1,1469966634,1469966634,0
GSM,340,2,1009,11201,0,-61.545881,16.085363,18044,6,1,1469992006,1471985198,0
GSM,340,2,1009,19903,0,-61.518631,16.24622,1609,11,1,1469992010,1491718216,0
UMTS,340,1,37639,484127,0,-60.983047485352,14.50813293457,1000,1,1,1469973809,1469973809,0
UMTS,340,2,2030,2111423,0,-60.983047485352,14.531478881836,1000,1,1,1469986233,1469986233,0
UMTS,340,20,102,20422121,0,-61.485492,16.214923,1000,137,1,1470110942,1492358824,0
UMTS,340,20,102,20421820,0,-61.430703,16.213744,1000,256,1,1470110942,1492358824,0
UMTS,340,1,37896,81250,0,-61.509017944336,16.252212524414,1000,5,1,1470119574,1479669259,0
UMTS,340,1,1683,484794,0,-60.933609008789,14.462814331055,1000,1,1,1470079272,1470079272,0
UMTS,340,1,1683,484798,0,-60.933609008789,14.462814331055,1000,1,1,1470079272,1470079272,0
UMTS,340,1,1683,485474,0,-60.935669,14.464874,1000,2,1,1470123507,1472560923,0
UMTS,340,1,1683,485477,0,-60.93635559082,14.46418762207,1000,1,1,1470079272,1470079272,0
UMTS,340,1,1683,484795,0,-60.92399597168,14.465560913086,1000,1,1,1470079272,1470079272,0
UMTS,340,1,1683,484448,0,-60.929489,14.464874,1000,2,1,1470123507,1470314882,0
UMTS,340,1,1683,485074,0,-60.92894,14.489182,1000,5,1,1470123507,1471877561,0
GSM,340,1,1171,21281,0,-60.928802,14.490967,1000,4,1,1470123723,1483126348,0
GSM,340,1,1171,21047,0,-60.926742553711,14.465560913086,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,21722,0,-60.929489135742,14.46418762207,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20051,0,-60.929489135742,14.46418762207,1000,1,1,1470079231,1470079231,0
GSM,340,2,60679,14152,0,-60.928115844727,14.488906860352,1000,2,1,1470123724,1471804533,0
GSM,340,1,1171,20695,0,-60.92399597168,14.468307495117,1000,1,1,1470079231,1470079231,0
GSM,340,2,60679,14153,0,-60.928115844727,14.488906860352,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20381,0,-60.950774,14.501954,2712,2,1,1470123723,1471355471,0
GSM,340,1,1171,21042,0,-60.928115844727,14.465560913086,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20693,0,-60.928115844727,14.465560913086,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20053,0,-60.928803,14.475861,1000,4,1,1470123723,1471028001,0
GSM,340,1,1171,20692,0,-60.926742553711,14.465560913086,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,21081,0,-60.93132,14.477005,1147,3,1,1470123723,1470770157,0
GSM,340,2,60679,11152,0,-60.928115844727,14.488906860352,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20391,0,-60.929489135742,14.488906860352,1000,1,1,1470079231,1470079231,0
GSM,340,2,60679,12232,0,-60.928115844727,14.488906860352,1000,2,1,1470123724,1471804533,0
GSM,340,1,1171,21043,0,-60.928115844727,14.46418762207,1000,1,1,1470079231,1470079231,0
GSM,340,1,1171,20691,0,-60.925369,14.473801,1000,2,1,1470123723,1471028001,0
UMTS,340,20,102,20423070,0,-61.576072,16.252738,4071,39,1,1470193489,1492540200,0
UMTS,340,20,102,20422539,0,-61.587802,16.260742,2153,19,1,1470193489,1491321144,0
UMTS,340,20,102,20421821,0,-61.441611,16.216507,1000,226,1,1470193489,1492437409,0
UMTS,340,20,102,20422501,0,-61.564854,16.253586,1000,41,1,1470193489,1492358820,0
UMTS,340,20,102,20422499,0,-61.558509,16.254405,1000,52,1,1470193489,1492358820,0
UMTS,340,20,102,20421859,0,-61.518193,16.21929,1000,113,1,1470193489,1492261993,0
UMTS,340,20,102,20421870,0,-61.526808,16.221938,1000,22,1,1470193489,1490193374,0
UMTS,340,20,102,20423381,0,-61.60705,16.256333,1763,13,1,1470193489,1490827640,0
UMTS,340,20,102,20421869,0,-61.524144,16.22606,1000,69,1,1470193489,1492078066,0
UMTS,340,20,102,20422318,0,-61.567726,16.046219,1000,4,1,1470195046,1471985166,0
UMTS,340,20,102,20393344,0,-61.626297,16.233398,1000,10,1,1470195045,1490827640,0
UMTS,340,20,102,20393394,0,-61.660079956055,16.246719360352,1000,1,1,1470152136,1470152136,0
UMTS,340,20,102,20423090,0,-61.599747,16.18483,1000,15,1,1470195046,1489195387,0
UMTS,340,20,102,20422040,0,-61.593819,16.226978,1000,8,1,1470195046,1475247936,0
UMTS,340,20,102,20422541,0,-61.628102,16.25182,1000,7,1,1470195046,1490827640,0
UMTS,340,20,102,20423089,0,-61.625748,16.19957,1000,3,1,1470195046,1475732018,0
UMTS,340,20,102,20423071,0,-61.590347,16.252976,3121,9,1,1470195046,1492358820,0
UMTS,340,20,102,20422509,0,-61.61253,16.221485,1000,8,1,1470195046,1489614609,0
UMTS,340,20,102,20422511,0,-61.624374389648,16.212387084961,1000,4,1,1470195046,1474988659,0
UMTS,340,20,203,21087970,0,-60.911636352539,14.764938354492,1000,1,1,1470148692,1470148692,0
UMTS,340,20,203,21087591,0,-60.911636352539,14.763565063477,1000,1,1,1470148692,1470148692,0
UMTS,340,20,203,21087120,0,-60.911636352539,14.764938354492,1000,1,1,1470148692,1470148692,0
UMTS,340,20,202,21087589,0,-60.901566,14.766541,1097,6,1,1470196431,1485624278,0
GSM,340,2,1009,15302,0,-61.568069,16.059036,1000,6,1,1470196532,1472209300,0
GSM,340,2,1009,12311,0,-61.43589,16.329807,6851,4,1,1470196531,1476537884,0
GSM,340,2,1009,12282,0,-61.569786,16.110077,1000,4,1,1470196531,1471985198,0
GSM,340,2,1009,15301,0,-61.569443,16.048691,1000,5,1,1470196532,1472209300,0
GSM,340,2,1009,11202,0,-61.588668823242,16.01188659668,1000,1,1,1470152198,1470152198,0
GSM,340,2,1009,16302,0,-61.568619,16.058853,1000,5,1,1470196532,1472209300,0
GSM,340,2,1009,16301,0,-61.56395,16.076981,1000,5,1,1470196532,1471985192,0
GSM,340,2,1009,12111,0,-61.484691,16.316365,2417,7,1,1470196531,1476997754,0
GSM,340,2,1009,13302,0,-61.602401733398,16.000900268555,1000,1,1,1470152198,1470152198,0
GSM,340,2,1009,13301,0,-61.594161987305,16.007766723633,1000,1,1,1470152198,1470152198,0
GSM,340,2,1009,11302,0,-61.567154,16.056061,1000,6,1,1470196531,1472209300,0
GSM,340,2,1009,14303,0,-61.585922241211,16.013259887695,1000,1,1,1470152198,1470152198,0
GSM,340,2,1009,17303,0,-61.569443,16.048965,1000,5,1,1470196532,1472209300,0
GSM,340,2,1009,17302,0,-61.572876,16.039009,1000,4,1,1470196532,1472209300,0
GSM,340,2,1009,14302,0,-61.585922241211,16.014633178711,1000,1,1,1470152198,1470152198,0
GSM,340,2,1009,14301,0,-61.569443,16.044846,1000,6,1,1470196532,1472209300,0
GSM,340,2,1009,11303,0,-61.585922241211,16.013259887695,1000,1,1,1470152194,1470152194,0
GSM,340,2,1009,11283,0,-61.58226,16.14418,1000,3,1,1470196531,1471985198,0
GSM,340,2,1009,12302,0,-61.564865,16.094742,1000,3,1,1470196531,1471985192,0
GSM,340,2,1009,15303,0,-61.565872,16.06105,1000,5,1,1470196532,1471985187,0
UMTS,340,2,1010,2043870,0,-61.768569946289,16.088790893555,1000,3,1,1470197106,1476167067,0
GSM,340,2,1009,11203,0,-61.698532104492,16.000900268555,1000,1,1,1470176904,1470176904,0
GSM,340,2,1009,13001,0,-61.698532104492,16.000900268555,1000,1,1,1470176904,1470176904,0
GSM,340,2,1009,14131,0,-61.698532104492,16.000900268555,1000,1,1,1470176904,1470176904,0
GSM,340,2,1009,12131,0,-61.698532104492,16.000900268555,1000,1,1,1470176904,1470176904,0
UMTS,340,2,2010,2122473,0,-61.022415,14.617538,1000,3,1,1470218577,1472712962,0
UMTS,340,20,201,21087321,0,-60.878128,14.472427,1000,5,1,1470279775,1482858097,0
UMTS,340,1,37638,20372,0,-60.984420776367,14.506759643555,1000,1,1,1470248208,1470248208,0
UMTS,340,2,2030,2110425,0,-60.855103,14.458008,1000,6,1,1470283579,1476217995,0
UMTS,340,2,2030,2110054,0,-60.858994,14.460526,1000,6,1,1470283579,1476217995,0
UMTS,340,1,1683,487183,0,-61.031112670898,14.479293823242,1000,1,1,1470285376,1470285376,0
UMTS,340,1,1683,487184,0,-61.032485961914,14.483413696289,1000,1,1,1470285376,1470285376,0
UMTS,340,1,1683,485033,0,-60.938278,14.493302,4437,5,1,1470327211,1483126352,0
GSM,340,1,37632,20313,0,-61.074266,14.613317,808,1577,1,1470338112,1591095022,0
UMTS,340,2,1010,2044623,0,-61.715355,15.999184,1000,4,1,1470357145,1470651774,0
UMTS,340,2,1010,2045752,0,-61.713638,15.998703,1000,5,1,1470357145,1474485833,0
UMTS,340,20,102,20421861,0,-61.523611,16.219565,1000,75,1,1470357863,1492261993,0
GSM,340,1,37635,28013,0,-60.976181030273,14.734725952148,1000,1,1,1470311484,1470311484,0
GSM,340,1,2510,60322,0,-61.032485961914,14.828109741211,1000,1,1,1470311489,1470311489,0
UMTS,340,1,37639,287907,0,-61.013259887695,14.699020385742,1000,1,1,1470311512,1470311512,0
UMTS,340,1,1683,484443,0,-60.925369,14.471741,1000,2,1,1470360477,1472560923,0
UMTS,340,1,37640,288728,0,-60.934982299805,14.657821655273,1000,1,1,1470319105,1470319105,0
UMTS,340,1,37896,268435455,0,-61.49025,16.240768,1000,3,1,1470362807,1480524843,0
UMTS,340,20,102,20423379,0,-61.585143,16.253697,1000,37,1,1470363746,1492358820,0
UMTS,340,2,1010,2045772,0,-61.697158813477,16.330490112305,1000,1,1,1470376552,1470376552,0
UMTS,340,1,1683,485036,0,-60.926056,14.49028,1000,4,1,1470430861,1474823827,0
UMTS,340,1,1683,484836,0,-60.929489135742,14.491653442383,1000,1,1,1470386393,1470386393,0
UMTS,340,1,1683,484833,0,-60.929489135742,14.491653442383,1000,1,1,1470386393,1470386393,0
UMTS,340,2,2030,2112557,0,-60.852585,14.562607,1000,6,1,1470447588,1492376925,0
UMTS,340,1,37640,289018,0,-61.167068481445,14.813003540039,1000,1,1,1470515474,1470515474,0
UMTS,340,20,203,21057573,0,-61.176681518555,14.808883666992,1000,2,1,1470539446,1480944479,0
GSM,340,1,37635,22733,0,-61.16569519043,14.811630249023,1000,1,1,1470515474,1470515474,0
UMTS,340,20,202,21058492,0,-60.963364,14.666977,1000,3,1,1470543181,1485677804,0
UMTS,340,20,202,21088321,0,-61.063407,14.614454,2296,32,1,1470543181,1505949538,0
UMTS,340,20,202,21087711,0,-61.019563,14.617639,1000,14,1,1470543181,1492540200,0
UMTS,340,20,202,21087799,0,-60.965194702148,14.664688110352,1000,1,1,1470520805,1470520805,0
UMTS,340,20,202,21087730,0,-61.096531,14.612253,1000,11,1,1470543181,1491420820,0
UMTS,340,20,202,21087710,0,-61.010742,14.613876,1000,12,1,1470543181,1489580131,0
UMTS,340,20,202,21088319,0,-61.056089,14.616623,1000,16,1,1470543181,1491735857,0
UMTS,340,1,37638,484718,0,-60.967255,14.579544,1000,2,1,1470613251,1473488625,0
UMTS,340,20,103,20392564,0,-61.670379,15.988197,2143,4,1,1470622202,1488879087,0
UMTS,340,1,37712,983614,0,-61.091537475586,14.67155456543,1000,2,1,1470683866,1489474130,0
GSM,340,2,1009,16601,0,-61.323623657227,16.33186340332,1000,1,1,1470634430,1470634430,0
UMTS,340,2,1010,2044061,0,-61.655960083008,15.974807739258,1000,1,1,1470641072,1470641072,0
UMTS,340,20,202,21087969,0,-60.983322,14.766861,1000,5,1,1470706431,1485677798,0
UMTS,340,1,37896,148807,0,-61.721191,16.267319,2199,2,1,1470707991,1481811894,0
UMTS,340,1,37896,148804,0,-61.725997924805,16.286544799805,1000,1,1,1470656858,1470656858,0
UMTS,340,2,2020,2111453,0,-61.05858,14.624176,6140,10,1,1470709471,1489397673,0
UMTS,340,2,2020,2110455,0,-61.05603,14.633626,5151,21,1,1470709471,1477480505,0
UMTS,340,20,103,20422549,0,-61.731491088867,15.998153686523,1000,2,1,1470709586,1471289909,0
UMTS,340,1,37640,21057112,0,-61.069564819336,14.602890014648,1000,1,1,1470670184,1470670184,0
GSM,340,2,1009,11003,0,-61.732178,15.998154,1000,2,1,1470709706,1471289909,0
GSM,340,2,1009,17301,0,-61.564499,16.0616,1359,5,1,1470709706,1472209300,0
GSM,340,2,1009,16303,0,-61.544271,16.104814,6721,3,1,1470709706,1471458819,0
GSM,340,2,1009,11001,0,-61.731491088867,15.998153686523,1000,2,1,1470709706,1471289909,0
GSM,340,2,1009,11002,0,-61.731491088867,15.998153686523,1000,2,1,1470709706,1471289909,0
GSM,340,2,1009,13002,0,-61.731491088867,15.998153686523,1000,2,1,1470709706,1471289909,0
GSM,340,2,1009,13003,0,-61.732178,15.998154,1000,2,1,1470709706,1471289909,0
GSM,340,2,1009,11301,0,-61.56601,16.066132,1000,2,1,1470709706,1471458825,0
GSM,340,2,1009,12002,0,-61.731491088867,15.998153686523,1000,1,1,1470666827,1470666827,0
GSM,340,2,1009,12003,0,-61.732178,15.998154,1000,2,1,1470709706,1471289909,0
UMTS,340,20,202,21057182,0,-60.904426,14.653702,4090,8,1,1399074430,1492476480,0
UMTS,340,20,202,21088381,0,-61.065053,14.622901,1000,7,1,1470714914,1483784029,0
UMTS,340,2,2020,2108355,0,-61.032838,14.661257,13268,4,1,1470717408,1487485740,0
UMTS,340,2,1010,2045751,0,-61.694412231445,15.996780395508,1000,1,1,1470731899,1470731899,0
UMTS,340,2,1010,2044062,0,-61.682052612305,15.991287231445,1000,1,1,1470731899,1470731899,0
UMTS,340,1,37638,21057282,0,-61.07780456543,14.493026733398,1000,1,1,1470745267,1470745267,0
UMTS,340,20,202,21087740,0,-61.065216,14.633789,1000,6,1,1470792481,1491319380,0
GSM,340,1,1171,21842,0,-60.926742553711,14.488906860352,1000,1,1,1470770157,1470770157,0
GSM,340,1,1171,20122,0,-60.945282,14.491654,2149,2,1,1470793766,1483126348,0
GSM,340,1,1171,21282,0,-60.925369262695,14.490280151367,1000,1,1,1470770157,1470770157,0
UMTS,340,2,2030,2110557,0,-60.923103,14.611542,2022,40,1,1470802344,1490906281,0
UMTS,340,20,102,20393342,0,-61.640511,16.255096,1000,20,1,1470802345,1490827640,0
UMTS,340,1,37636,484444,0,-60.915756225586,14.469680786133,1000,1,1,1470813789,1470813789,0
UMTS,340,1,37638,486428,0,-60.962173,14.573502,1000,5,1,1470857787,1489255385,0
UMTS,340,2,1010,2043722,0,-61.533737,16.234016,1000,4,1,1470877427,1488863096,0
UMTS,340,2,1010,2046321,0,-61.658706665039,16.191787719727,1000,1,1,1470852702,1470852702,0
UMTS,340,2,1010,2047012,0,-61.52592,16.259502,1000,13,1,1470884892,1490443740,0
GSM,340,1,37635,20471,0,-60.986669,14.775365,8070,1996,1,1470884937,1591373793,0
GSM,340,1,37635,21733,0,-60.99033,14.780772,4635,652,1,1470884937,1590660004,0
